carat,cut,depth,table,price,x,y,z
0.77,5,62.2,56.0,3148,5.9,5.85,3.66
0.7,2,61.2,58.0,3148,5.66,5.72,3.48
0.7,2,58.7,60.0,3148,5.79,5.83,3.41
1.02,5,62.8,57.0,3148,6.45,6.39,4.03
0.91,2,62.5,60.0,3149,6.05,6.08,3.79
1.03,2,64.1,62.0,3149,6.37,6.33,4.07
1.03,1,64.6,62.0,3149,6.3,6.21,4.06
1.03,4,62.2,59.0,3149,6.42,6.4,3.99
0.94,3,62.3,59.0,3150,6.23,6.32,3.91
0.88,3,59.1,58.0,3150,6.22,6.3,3.7
0.75,5,61.7,56.0,3150,5.86,5.84,3.61
0.75,4,61.8,58.0,3150,5.85,5.83,3.61
0.72,5,61.3,56.0,3151,5.78,5.8,3.55
0.77,3,62.2,57.0,3152,5.81,5.86,3.63
0.75,5,62.0,58.0,3152,5.81,5.84,3.61
0.83,3,63.1,60.0,3153,5.91,5.98,3.75
0.9,2,63.9,60.0,3153,6.07,6.11,3.89
0.8,5,60.6,56.0,3153,6.03,6.08,3.67
0.71,5,62.0,57.0,3153,5.69,5.73,3.54
0.92,2,62.0,64.0,3153,6.2,6.16,3.83
0.7,3,59.2,61.0,3154,5.79,5.84,3.44
0.7,3,62.2,55.0,3154,5.65,5.67,3.52
0.7,3,63.6,57.0,3154,5.61,5.65,3.58
0.95,3,63.4,55.0,3154,6.25,6.21,3.95
0.58,5,61.6,60.0,3154,5.34,5.35,3.29
0.73,5,61.7,56.0,3154,5.79,5.81,3.58
0.77,5,61.7,55.0,3154,5.87,5.9,3.63
0.7,5,61.2,58.0,3154,5.7,5.73,3.5
0.7,5,61.7,55.0,3154,5.72,5.76,3.54
0.95,1,58.0,66.0,3154,6.5,6.46,3.76
0.8,5,61.9,54.0,3154,6.0,5.95,3.7
1.22,4,62.6,59.0,3156,6.79,4.24,3.76
0.64,5,62.1,53.0,3157,5.51,5.54,3.43
1.06,4,60.3,58.0,3158,6.59,6.56,3.96
0.77,5,62.3,56.0,3158,5.84,5.87,3.65
0.8,3,59.5,63.0,3158,6.11,6.05,3.61
0.82,4,61.7,56.0,3159,6.01,5.99,3.7
0.78,5,62.1,54.0,3159,5.92,5.94,3.68
0.7,5,62.0,57.0,3160,5.68,5.74,3.54
0.9,3,62.8,57.0,3160,6.15,6.2,3.88
0.77,3,58.6,59.0,3160,6.0,6.04,3.53
0.9,2,63.4,60.0,3160,6.03,6.08,3.84
0.9,3,62.9,57.0,3160,6.09,6.16,3.85
0.9,2,62.4,61.0,3160,6.03,6.11,3.79
0.9,3,59.5,63.0,3160,6.26,6.31,3.74
0.9,5,61.3,57.0,3160,6.16,6.24,3.8
0.9,3,61.1,63.0,3160,6.12,6.19,3.76
0.9,3,59.2,61.0,3160,6.23,6.27,3.7
0.81,5,61.9,54.0,3160,5.96,5.99,3.7
0.9,1,66.0,57.0,3160,6.06,6.0,3.98
0.63,5,62.4,56.0,3161,5.48,5.52,3.43
0.71,4,62.4,59.0,3161,5.73,5.68,3.56
0.71,5,62.5,55.0,3161,5.74,5.71,3.58
0.71,4,59.2,59.0,3161,5.86,5.8,3.45
0.76,3,63.0,59.0,3162,5.76,5.79,3.64
0.9,2,62.4,65.0,3162,6.09,6.12,3.81
0.9,2,63.3,59.0,3162,6.07,6.12,3.86
0.9,3,63.0,55.0,3162,6.1,6.16,3.86
0.7,5,61.0,58.0,3162,5.74,5.76,3.51
0.74,2,63.9,54.0,3163,5.77,5.81,3.7
0.74,2,63.5,56.0,3163,5.75,5.8,3.67
0.78,2,64.0,54.0,3163,5.86,5.82,3.74
0.79,5,61.3,56.0,3163,5.96,6.01,3.67
0.73,5,61.4,55.0,3164,5.79,5.82,3.56
0.73,5,61.0,56.0,3164,5.83,5.88,3.57
1.0,1,63.7,54.0,3164,6.42,6.27,4.06
0.7,5,62.8,57.0,3165,5.63,5.68,3.55
0.92,4,60.7,59.0,3165,6.34,6.25,3.82
0.77,3,60.3,58.0,3166,5.89,5.96,3.57
0.73,2,58.2,63.0,3166,5.87,6.01,3.46
0.87,1,57.3,59.0,3166,6.29,6.44,3.65
1.01,4,58.1,59.0,3167,6.66,6.6,0.0
0.71,5,62.1,56.0,3167,5.72,5.84,3.59
0.72,5,61.8,55.0,3167,5.78,5.81,3.58
0.7,5,62.6,55.0,3167,5.66,5.69,3.55
0.79,5,61.4,56.0,3167,5.93,5.96,3.65
0.85,5,61.8,54.0,3167,6.1,6.14,3.78
0.7,5,62.2,55.0,3167,5.68,5.71,3.54
0.72,4,62.2,57.0,3167,5.74,5.67,3.55
1.01,1,64.5,54.0,3167,6.26,6.15,4.0
1.01,3,63.2,58.0,3167,6.39,6.33,4.02
1.08,5,61.8,56.0,3168,6.64,6.62,4.1
1.23,5,61.6,55.0,3168,6.92,6.87,4.25
0.91,3,62.4,61.0,3169,6.13,6.2,3.85
0.79,5,61.2,56.0,3169,5.96,6.01,3.66
0.77,5,61.4,55.0,3169,5.93,5.95,3.65
0.76,3,61.1,57.0,3170,5.84,5.95,3.6
0.92,3,62.6,58.0,3170,6.18,6.22,3.88
0.92,5,62.3,56.0,3170,6.24,6.29,3.9
0.76,5,61.8,57.0,3170,5.84,5.87,3.62
0.75,5,62.1,55.0,3170,5.81,5.85,3.62
0.74,4,61.7,57.0,3170,5.85,5.79,3.59
0.74,5,62.3,56.0,3170,5.79,5.76,3.6
1.09,1,66.3,56.0,3170,6.47,6.39,4.27
0.74,5,61.7,56.0,3170,5.83,5.78,3.58
0.74,5,62.3,57.0,3170,5.79,5.77,3.6
0.74,5,62.1,56.0,3171,5.79,5.83,3.61
0.83,3,62.3,58.0,3171,5.97,6.01,3.73
0.83,5,61.6,55.0,3171,6.04,6.08,3.73
0.78,5,62.2,57.0,3171,5.87,5.9,3.66
0.75,5,61.8,55.0,3171,5.81,5.84,3.6
0.83,5,61.8,55.0,3171,6.05,6.09,3.75
0.79,5,60.3,56.0,3171,5.99,6.05,3.63
1.03,5,61.5,57.0,3172,6.48,6.52,4.0
1.03,4,61.1,60.0,3172,6.46,6.51,3.96
1.03,5,62.4,57.0,3172,6.43,6.36,4.0
0.7,5,62.7,54.0,3172,5.65,5.7,3.65
0.7,5,62.2,55.0,3172,5.64,5.67,3.52
0.84,1,65.0,57.2,3172,5.83,5.87,3.81
0.93,1,66.1,58.1,3172,6.0,6.04,3.98
0.7,3,63.9,57.0,3173,5.55,5.66,3.58
1.01,4,60.1,58.0,3173,6.54,6.39,3.89
0.8,5,61.5,58.0,3173,5.97,6.0,3.68
1.01,1,68.5,63.0,3173,6.08,6.0,4.14
0.92,4,60.4,59.0,3174,6.36,6.33,3.83
0.71,3,62.9,55.0,3175,5.68,5.71,3.58
0.7,5,60.2,57.0,3175,5.78,5.82,3.49
0.9,5,62.5,55.0,3175,6.18,6.14,3.85
0.7,4,62.9,61.0,3175,5.65,5.57,3.53
0.9,4,61.9,61.0,3175,6.13,6.06,3.77
0.9,4,62.3,56.0,3175,6.23,6.19,3.87
0.7,2,63.6,58.0,3175,5.67,5.62,3.59
1.0,1,65.3,57.0,3175,6.33,6.12,4.08
1.5,1,69.3,61.0,3175,6.99,6.81,4.78
0.9,3,61.8,58.0,3176,6.2,6.26,3.85
0.9,2,63.5,59.0,3176,6.05,6.1,3.86
0.77,5,62.4,54.0,3176,5.89,5.93,3.69
0.32,5,61.7,56.0,561,4.41,4.44,2.73
0.32,4,62.5,58.0,561,4.36,4.38,2.73
0.32,5,62.0,57.0,561,4.39,4.41,2.73
0.32,5,61.8,55.0,561,4.41,4.42,2.73
0.32,5,61.5,57.0,561,4.4,4.41,2.71
0.32,3,63.0,55.0,561,4.4,4.42,2.78
0.32,4,62.1,59.0,561,4.35,4.38,2.71
0.32,3,63.0,57.0,561,4.33,4.37,2.74
0.32,3,62.8,58.0,561,4.31,4.35,2.72
0.32,4,60.8,59.0,561,4.41,4.44,2.69
0.32,4,61.1,58.0,561,4.42,4.45,2.71
0.32,3,59.9,57.0,561,4.47,4.51,2.69
0.32,3,62.8,58.0,561,4.35,4.37,2.74
0.32,3,62.2,58.0,561,4.36,4.39,2.72
0.32,4,62.3,58.0,561,4.37,4.4,2.73
0.4,2,63.8,57.0,561,4.67,4.7,2.99
0.32,4,61.5,60.0,561,4.36,4.39,2.69
0.32,4,60.7,58.0,561,4.38,4.42,2.67
0.32,4,61.5,59.0,561,4.4,4.42,2.71
0.32,5,61.4,57.0,561,4.39,4.4,2.7
0.32,5,62.0,57.0,561,4.37,4.4,2.72
0.32,5,61.8,55.0,561,4.42,4.45,2.74
0.32,5,61.1,56.0,561,4.44,4.46,2.72
0.32,5,62.5,56.0,561,4.38,4.42,2.75
0.32,3,62.8,55.0,561,4.35,4.41,2.75
0.32,5,61.8,55.0,561,4.41,4.43,2.73
0.32,4,61.2,59.0,561,4.38,4.41,2.69
0.32,3,62.0,59.0,561,4.37,4.41,2.72
0.26,3,61.3,58.0,562,4.13,4.16,2.54
0.31,5,61.7,55.0,562,4.37,4.39,2.7
0.7,5,61.1,56.0,3176,5.73,5.76,3.51
0.72,5,60.5,57.0,3176,5.82,5.89,3.54
0.7,3,63.8,57.0,3177,5.61,5.65,3.59
0.74,5,61.1,54.0,3177,5.86,5.89,3.59
0.67,3,62.0,56.0,3178,5.6,5.62,3.48
0.74,5,62.2,55.0,3178,5.83,5.81,3.62
0.72,5,62.6,56.0,3179,5.7,5.74,3.58
0.72,5,60.8,56.0,3179,5.8,5.84,3.54
0.72,5,62.1,57.0,3179,5.69,5.75,3.55
0.72,5,62.8,57.0,3179,5.68,5.73,3.58
0.81,2,63.9,58.0,3179,5.9,5.85,3.75
1.5,2,57.4,62.0,3179,7.56,7.39,4.29
0.74,3,61.8,58.0,3180,5.79,5.82,3.59
0.93,3,61.1,59.0,3180,6.32,6.34,3.87
0.87,3,62.2,57.0,3180,6.05,6.11,3.78
0.72,5,60.8,58.0,3180,5.77,5.8,3.52
0.72,5,61.8,55.0,3180,5.74,5.78,3.56
0.72,5,61.5,57.0,3180,5.74,5.76,3.54
0.91,1,64.4,60.0,3180,6.1,6.07,3.92
0.91,1,64.8,57.0,3180,6.12,6.07,3.95
0.91,4,62.2,56.0,3180,6.23,6.18,3.86
0.91,3,62.0,56.0,3181,6.18,6.23,3.85
0.95,4,62.6,58.0,3181,6.22,6.18,3.88
0.63,5,61.1,58.0,3181,5.49,5.54,3.37
0.92,5,61.7,57.0,3181,6.21,6.26,3.85
0.95,4,59.8,60.0,3181,6.36,6.34,3.8
0.8,5,61.7,56.0,3181,5.98,5.92,3.67
0.73,3,63.5,58.0,3182,5.68,5.72,3.62
0.73,5,62.1,56.0,3182,5.77,5.8,3.59
0.73,5,61.9,56.0,3183,5.74,5.81,3.61
0.73,5,62.2,55.0,3183,5.74,5.77,3.58
0.72,3,63.3,56.0,3183,5.67,5.71,3.6
1.11,4,61.8,59.0,3183,6.65,6.58,4.09
0.85,5,60.8,57.0,3183,6.13,6.18,3.74
0.76,5,61.5,55.0,3183,5.92,5.88,3.63
0.7,4,60.9,60.0,3183,5.75,5.71,3.49
0.73,3,62.9,58.0,3184,5.7,5.75,3.6
0.78,5,61.7,55.0,3184,5.94,5.89,3.65
0.7,5,61.2,55.0,3185,5.71,5.76,3.51
0.7,5,61.0,56.0,3185,5.75,5.79,3.51
0.7,5,61.7,57.0,3185,5.66,5.7,3.5
0.79,5,61.2,56.0,3185,6.02,5.95,3.66
0.72,4,60.1,58.0,3185,5.89,5.86,3.53
0.9,1,57.5,68.0,3187,6.37,6.33,3.65
0.96,4,62.9,59.0,3187,6.3,6.22,3.94
0.9,3,63.4,56.0,3187,6.15,5.99,3.85
1.03,2,56.2,62.0,3188,6.69,6.73,3.77
0.9,3,62.5,56.0,3188,6.11,6.21,3.85
0.75,2,58.4,56.0,3188,5.98,6.06,3.52
0.77,5,61.6,57.0,3189,5.87,5.91,3.63
0.91,3,60.3,59.0,3189,6.23,6.28,3.77
0.85,5,62.8,57.0,3189,6.06,6.01,3.79
0.71,5,61.9,55.0,3189,5.74,5.77,3.56
0.74,5,59.5,57.0,3189,5.92,5.94,3.53
0.73,5,61.8,56.0,3189,5.8,5.76,3.57
0.73,5,61.9,56.0,3189,5.8,5.77,3.58
1.01,4,62.4,60.0,3190,6.45,6.35,3.99
0.71,5,62.0,54.0,3190,5.71,5.75,3.55
0.89,4,61.1,58.0,3190,6.24,6.17,3.79
0.92,4,62.9,60.0,3190,6.18,6.13,3.87
1.01,1,65.8,55.0,3190,6.29,6.24,4.12
0.7,5,60.6,56.0,3191,5.69,5.82,3.49
0.7,5,60.3,57.0,3191,5.75,5.83,3.49
0.7,5,62.0,55.0,3191,5.71,5.67,3.53
0.71,5,62.1,57.0,3191,5.71,5.75,3.56
0.71,5,62.0,57.0,3191,5.71,5.74,3.55
0.8,5,61.4,55.0,3192,5.96,5.99,3.67
0.71,5,62.2,55.0,3192,5.71,5.74,3.56
0.75,5,60.2,57.0,3192,5.93,5.9,3.56
0.71,3,62.1,60.0,3192,5.65,5.71,3.53
0.71,3,61.5,57.0,3192,5.74,5.77,3.54
0.81,5,62.2,57.0,3192,5.97,6.02,3.73
0.76,5,61.5,56.0,3192,5.92,5.89,3.63
0.91,2,63.8,59.0,3192,5.99,5.96,3.82
1.0,2,62.0,64.0,3192,6.43,6.29,3.94
0.76,4,60.1,59.0,3192,6.01,5.97,3.6
1.0,1,64.4,57.0,3192,6.35,6.29,4.07
0.81,4,61.4,60.0,3193,6.02,5.99,3.69
0.73,5,62.2,54.0,3193,5.8,5.75,3.59
0.9,2,57.4,61.0,3193,6.42,6.37,3.67
0.7,2,60.4,63.0,3193,5.68,5.74,3.45
0.81,4,62.9,58.0,3193,5.94,5.88,3.72
0.9,2,63.6,60.0,3193,6.11,6.06,3.87
0.54,4,61.4,57.5,3194,5.25,5.28,3.23
0.83,3,62.7,58.0,3195,5.97,6.03,3.76
0.73,5,62.4,53.0,3195,5.79,5.82,3.62
0.71,5,62.3,54.0,3195,5.68,5.72,3.55
0.8,5,61.7,56.0,3195,5.96,6.0,3.69
0.83,2,63.7,60.9,3195,5.84,5.92,3.75
0.91,3,63.5,58.0,3195,6.15,6.1,3.89
0.91,3,63.3,60.0,3195,6.1,6.06,3.85
0.6,5,61.5,57.0,3196,5.42,5.45,3.34
0.9,2,63.0,53.0,3196,6.08,6.15,3.85
0.91,5,61.7,55.0,3196,6.27,6.2,3.85
0.9,3,62.9,56.0,3197,6.13,6.18,3.87
0.51,5,61.3,56.0,3197,5.13,5.21,3.17
0.77,3,61.1,54.0,3197,5.91,5.94,3.62
1.01,1,66.1,60.0,3197,6.15,6.13,4.06
0.83,4,62.0,59.0,3198,6.04,5.99,3.73
0.73,5,62.2,59.0,3198,5.74,5.77,3.58
0.71,5,61.4,59.0,3198,5.71,5.75,3.52
0.71,5,62.3,56.0,3198,5.66,5.7,3.54
0.83,5,62.1,55.0,3198,6.05,6.0,3.74
0.7,4,61.0,59.0,3199,5.74,5.7,3.49
1.0,1,56.3,64.0,3199,6.58,6.54,3.69
0.71,5,62.6,57.0,3199,5.7,5.73,3.58
0.71,5,61.1,56.0,3199,5.71,5.74,3.5
1.02,3,60.6,63.0,3199,6.52,6.46,3.93
0.7,5,62.4,56.0,3199,5.67,5.65,3.53
0.7,5,61.7,57.0,3199,5.76,5.73,3.54
1.02,4,62.5,60.0,3199,6.41,6.39,4.0
0.73,3,62.0,57.0,3200,5.73,5.75,3.56
0.74,5,62.1,56.0,3200,5.83,5.79,3.61
0.9,5,62.6,56.0,3200,6.15,6.06,3.82
0.9,2,63.8,57.0,3201,6.07,6.13,3.89
0.7,5,60.5,59.0,3201,5.72,5.75,3.47
0.7,5,61.1,59.0,3201,5.67,5.73,3.48
0.73,5,62.4,57.0,3201,5.75,5.79,3.6
0.84,5,61.4,57.0,3201,6.03,6.09,3.72
0.76,5,61.0,55.0,3201,5.92,5.89,3.6
0.71,3,59.7,55.0,3203,5.85,5.88,3.5
1.04,2,63.9,58.0,3203,6.35,6.42,4.08
1.04,3,61.6,61.0,3203,6.45,6.47,3.98
0.7,3,63.3,62.0,3204,5.67,5.57,3.56
0.7,4,63.0,60.0,3204,5.62,5.59,3.53
1.02,5,62.3,56.0,3204,6.39,6.35,3.97
1.04,2,63.8,56.0,3204,6.36,6.32,4.05
0.7,3,60.5,60.0,3205,5.7,5.73,3.46
1.11,4,61.0,59.0,3205,6.61,6.67,4.05
0.7,5,60.8,56.0,3205,5.75,5.79,3.51
0.7,5,61.0,56.0,3205,5.74,5.77,3.51
0.71,1,58.7,62.0,3205,5.87,5.81,3.43
0.9,4,62.7,59.0,3205,6.2,6.14,3.87
0.9,1,65.9,59.0,3205,6.0,5.95,3.94
0.9,1,66.0,58.0,3205,6.0,5.97,3.95
0.9,1,64.7,54.0,3205,6.1,6.04,3.93
0.9,1,65.7,60.0,3205,5.98,5.93,3.91
0.9,1,64.7,59.0,3205,6.09,5.99,3.91
0.9,4,59.0,61.0,3205,6.32,6.28,3.72
0.72,4,60.6,57.0,3205,5.82,5.79,3.52
0.75,4,61.8,58.0,3206,5.83,5.85,3.61
0.75,5,61.7,56.0,3206,5.84,5.86,3.61
0.75,3,62.8,55.0,3206,5.77,5.79,3.63
0.58,5,60.6,57.0,3206,5.38,5.41,3.27
0.7,5,61.2,56.0,3206,5.71,5.75,3.5
0.7,5,61.4,55.0,3206,5.71,5.76,3.53
0.7,2,59.9,62.0,3206,5.69,5.74,3.42
0.83,3,63.0,55.0,3207,5.95,5.96,3.75
0.83,5,62.1,56.0,3207,6.0,6.04,3.74
1.01,5,62.1,54.0,3207,6.48,6.4,4.0
0.77,3,61.1,56.0,3208,5.89,5.92,3.61
0.7,3,62.4,59.0,3208,5.63,5.66,3.52
0.7,3,60.1,60.0,3208,5.73,5.76,3.45
0.9,3,61.5,59.0,3208,6.15,6.2,3.8
0.93,3,63.3,61.0,3208,6.19,6.14,3.9
0.8,3,61.7,62.0,3209,5.89,5.94,3.65
0.9,3,62.5,57.0,3209,6.12,6.2,3.85
0.73,5,60.8,56.4,3209,5.81,5.86,3.55
0.79,5,61.1,57.0,3209,5.94,6.0,3.65
0.8,5,61.9,54.0,3210,5.95,6.0,3.7
0.7,4,61.5,60.0,3210,5.71,5.64,3.49
0.71,5,62.6,56.0,3210,5.65,5.69,3.55
0.79,5,60.8,55.0,3210,5.98,6.05,3.66
0.9,4,62.6,62.0,3210,6.06,6.01,3.78
0.9,2,64.3,57.0,3210,6.16,6.06,3.93
0.9,4,61.9,62.0,3210,6.12,6.07,3.77
0.91,2,64.2,60.0,3210,6.01,5.95,3.84
0.91,1,64.9,56.0,3210,6.08,6.05,3.94
0.9,3,63.1,54.0,3211,6.13,6.16,3.88
0.73,4,60.7,61.0,3211,5.79,5.75,3.5
0.73,5,62.6,56.0,3211,5.73,5.71,3.58
0.77,4,59.5,58.0,3211,5.96,5.94,3.54
0.82,4,61.2,61.0,3211,5.98,5.95,3.65
0.61,5,59.9,61.0,3212,5.5,5.55,3.31
0.71,5,62.7,57.0,3212,5.7,5.75,3.59
0.71,5,61.9,54.0,3212,5.74,5.76,3.56
0.71,5,62.3,54.0,3212,5.69,5.73,3.56
0.76,5,61.2,57.0,3212,5.85,5.9,3.59
0.81,4,60.8,59.0,3213,5.99,5.95,3.63
0.78,5,61.1,57.0,3214,5.95,5.97,3.64
0.7,4,62.9,59.0,3214,5.72,5.66,3.58
0.95,2,56.5,61.0,3214,6.53,6.5,3.68
0.92,5,61.1,57.0,3215,6.31,6.22,3.83
0.96,1,56.1,60.0,3215,6.62,6.58,3.7
0.96,4,62.7,60.0,3215,6.29,6.11,3.89
1.1,4,60.0,58.0,3216,6.77,6.66,4.03
1.1,5,61.7,56.0,3216,6.65,6.6,4.09
0.71,3,60.7,58.0,3217,5.73,5.81,3.5
0.71,4,59.2,59.0,3217,5.8,5.86,3.45
0.71,5,62.5,55.0,3217,5.71,5.74,3.58
0.71,3,62.4,59.0,3217,5.68,5.73,3.56
1.0,3,62.4,63.0,3217,6.35,6.44,3.99
0.9,3,62.8,54.0,3217,6.05,6.15,3.83
0.64,5,60.9,56.0,3217,5.57,5.59,3.4
0.71,5,60.3,56.0,3217,5.8,5.84,3.51
0.77,4,62.1,59.0,3218,5.85,5.87,3.64
0.52,5,62.0,57.0,3218,5.15,5.17,3.2
0.71,3,60.6,60.0,3218,5.68,5.73,3.46
0.9,2,62.0,63.0,3218,6.09,6.14,3.79
0.77,5,61.6,57.0,3218,5.91,5.87,3.63
1.18,3,59.9,63.0,3219,6.8,6.85,4.09
0.72,3,63.3,57.0,3219,5.68,5.75,3.62
0.72,3,62.8,58.0,3219,5.7,5.73,3.59
0.72,3,63.3,58.0,3219,5.66,5.71,3.6
0.72,5,62.7,56.0,3219,5.71,5.78,3.6
0.72,5,62.7,56.0,3219,5.65,5.71,3.56
0.9,3,62.6,58.0,3220,6.08,6.15,3.83
0.9,3,60.5,58.0,3220,6.22,6.27,3.78
0.75,3,60.9,59.0,3220,5.83,5.87,3.56
0.73,5,62.1,56.0,3220,5.75,5.8,3.59
1.15,4,60.4,58.0,3220,6.8,6.75,4.09
0.71,3,63.1,58.0,3222,5.67,5.7,3.59
0.71,5,61.4,57.0,3222,5.73,5.77,3.53
0.51,5,61.3,56.0,3223,5.14,5.15,3.16
0.72,5,61.3,57.0,3223,5.76,5.79,3.54
0.82,4,61.2,60.0,3224,6.03,5.99,3.68
1.01,4,62.9,58.0,3224,6.38,6.34,4.0
0.9,3,63.6,57.0,3225,6.07,6.1,3.87
0.68,2,61.9,55.0,3225,5.63,5.68,3.5
0.9,4,61.3,55.0,3226,6.18,6.12,3.77
0.74,3,61.7,57.0,3226,5.79,5.85,3.59
0.74,5,62.3,56.0,3226,5.76,5.79,3.6
0.73,3,62.3,58.0,3226,5.72,5.74,3.57
0.8,4,59.4,55.0,3226,6.06,6.02,3.59
0.9,2,57.7,62.0,3226,6.29,6.23,3.61
0.9,1,65.5,57.0,3226,6.05,6.01,3.95
0.72,5,61.1,56.0,3226,5.92,5.8,3.55
0.51,5,61.3,56.0,3226,5.21,5.13,3.17
0.86,3,59.7,59.0,3228,6.14,6.23,3.69
0.65,5,61.4,60.0,3228,5.54,5.57,3.41
0.74,4,62.7,58.0,3228,5.77,5.72,3.6
0.72,3,62.2,57.0,3229,5.7,5.74,3.56
0.7,4,61.6,60.0,3229,5.63,5.6,3.46
0.7,5,62.9,57.0,3229,5.67,5.61,3.55
0.71,5,61.8,55.0,3229,5.72,5.77,3.55
0.71,5,61.7,55.0,3229,5.73,5.75,3.54
0.71,5,60.8,57.0,3229,5.74,5.79,3.51
0.71,5,61.4,56.0,3229,5.74,5.78,3.54
0.96,4,62.7,58.0,3229,6.24,6.2,3.9
0.91,2,63.7,60.0,3229,6.16,6.09,3.9
0.79,4,59.4,60.0,3230,6.08,6.05,3.6
1.03,5,61.5,57.0,3230,6.52,6.48,4.0
0.81,4,61.0,59.0,3230,6.01,5.99,3.66
0.75,2,63.1,55.0,3231,5.8,5.83,3.67
0.81,5,60.4,57.0,3231,6.02,6.06,3.65
0.9,3,62.3,56.0,3231,6.19,6.23,3.87
0.7,3,62.9,60.0,3231,5.57,5.62,3.52
0.83,5,62.7,57.0,3231,5.96,6.01,3.75
0.59,3,61.8,57.0,3234,5.37,5.41,3.33
1.0,2,62.7,58.0,3234,6.28,6.32,3.95
0.71,5,62.2,57.0,3234,5.7,5.74,3.56
1.05,3,62.2,61.0,3234,6.48,6.51,4.04
0.7,5,59.9,58.0,3234,5.78,5.8,3.47
0.71,5,61.4,56.0,3234,5.74,5.79,3.54
0.7,3,58.7,63.0,3234,5.82,5.79,3.41
1.05,5,60.6,57.0,3234,6.59,6.55,3.98
0.7,4,62.8,58.0,3234,5.68,5.62,3.55
0.77,4,60.5,59.0,3234,5.98,5.92,3.6
0.7,3,60.0,60.0,3235,5.78,5.85,3.49
0.8,3,63.1,57.0,3235,5.87,5.92,3.72
0.73,5,62.5,57.0,3235,5.73,5.76,3.59
0.7,3,61.9,61.0,3235,5.59,5.65,3.48
0.7,5,62.2,55.0,3235,5.71,5.76,3.57
0.72,5,62.1,57.0,3235,5.73,5.76,3.57
0.72,5,60.9,55.0,3236,5.77,5.89,3.55
0.95,4,62.5,58.0,3237,6.3,6.24,3.92
0.85,4,61.0,58.0,3237,6.11,6.08,3.72
0.89,3,63.1,55.0,3238,6.09,6.17,3.87
0.72,3,61.6,58.0,3238,5.75,5.78,3.55
0.76,3,62.5,58.0,3238,5.79,5.83,3.63
0.91,3,62.0,59.0,3238,6.19,6.22,3.85
0.7,5,62.8,56.0,3238,5.68,5.6,3.54
0.71,5,60.4,56.0,3238,5.8,5.85,3.52
0.71,5,62.7,57.0,3238,5.66,5.69,3.56
0.7,2,57.8,60.0,3239,5.85,5.87,3.39
0.7,4,60.6,58.0,3239,5.73,5.75,3.48
0.7,3,61.5,55.0,3239,5.7,5.74,3.52
0.73,5,61.8,57.0,3239,5.75,5.77,3.56
0.9,3,63.2,61.0,3239,6.06,5.99,3.81
0.77,3,62.3,58.0,3240,5.82,5.86,3.64
0.77,3,59.9,59.0,3241,5.9,5.95,3.55
0.79,5,61.2,56.0,3242,5.95,6.02,3.66
0.72,5,60.2,57.0,3242,5.83,5.86,3.52
0.9,3,63.2,61.0,3242,6.12,6.03,3.84
0.77,3,60.9,55.0,3243,5.9,5.96,3.61
0.81,3,61.9,58.0,3243,5.92,5.97,3.68
0.68,5,61.3,55.0,3243,5.67,5.71,3.49
0.71,5,63.0,56.0,3245,5.69,5.65,3.58
0.9,2,64.1,56.0,3246,6.12,6.08,3.91
0.74,5,60.8,57.0,3246,5.85,5.87,3.56
0.84,5,61.8,56.0,3246,6.04,6.06,3.74
0.9,2,63.7,61.0,3246,6.1,6.06,3.87
0.9,4,62.1,58.0,3246,6.13,6.08,3.79
0.9,2,63.8,55.0,3246,6.16,6.07,3.9
0.9,2,63.8,59.0,3246,6.05,6.02,3.85
0.9,3,63.4,59.0,3246,6.08,6.04,3.84
0.9,2,63.8,56.0,3246,6.16,6.13,3.92
0.9,4,61.1,58.0,3246,6.22,6.18,3.79
1.03,1,56.2,62.0,3246,6.73,6.69,3.77
0.9,1,65.4,60.0,3246,6.03,5.96,3.93
0.31,5,62.2,54.0,562,4.38,4.4,2.73
0.31,5,62.2,54.0,562,4.34,4.38,2.71
0.31,5,60.8,56.0,562,4.38,4.4,2.67
0.31,5,61.1,57.0,562,4.37,4.4,2.68
0.31,5,62.2,53.0,562,4.37,4.38,2.72
0.31,5,62.0,53.0,562,4.34,4.37,2.7
0.31,5,61.3,55.0,562,4.36,4.38,2.68
0.39,3,62.4,59.0,562,4.58,4.65,2.88
0.29,3,61.5,56.0,563,4.26,4.3,2.63
0.35,5,61.6,54.0,563,4.55,4.58,2.81
0.31,5,61.6,55.0,563,4.34,4.37,2.68
0.25,1,61.2,55.0,563,4.09,4.11,2.51
0.32,3,60.9,58.0,564,4.42,4.45,2.7
0.32,5,61.8,55.0,564,4.4,4.43,2.73
0.33,5,61.7,55.0,564,4.43,4.46,2.74
0.33,5,60.6,56.0,564,4.46,4.49,2.72
0.3,5,61.9,57.0,564,4.29,4.32,2.66
0.3,5,62.3,57.0,564,4.28,4.32,2.68
0.32,2,62.5,61.0,564,4.32,4.35,2.71
0.26,2,63.6,56.0,564,4.06,4.09,2.59
0.26,5,62.5,55.0,564,4.07,4.09,2.55
0.26,3,58.9,61.0,564,4.16,4.19,2.46
0.26,3,60.8,61.0,564,4.12,4.13,2.51
0.26,3,61.7,61.0,564,4.08,4.12,2.53
0.26,2,63.3,57.0,564,4.05,4.07,2.57
0.36,5,61.8,56.0,565,4.58,4.61,2.84
0.34,5,61.9,55.0,565,4.51,4.53,2.8
